"Tmax_Maxima","Tmax_fld_m","Tmax_R","Tmax_ACC_R","Tmax_Minima","Tmax_Media","Tmin_Maxima","Tmin_ACC_V","Tmin_R","Tmin_ACC_R","longitude","Chuva_ACC_V"
100.617196276137,99.4877527839368,122.188479136551,87.759665214856,96.4583729844669,77.3819736671983,86.6859477732728,93.5746718997446,74.1929523587281,107.778392193646,102.055695699253,96.4583729844669
94.2509708604384,93.1215273682379,115.822253720852,81.3934397991572,90.0921475687681,71.0157482514994,80.319722357574,87.2084464840458,67.8267269430293,101.412166777947,95.6894702835545,90.0921475687681
94.2509708604384,93.1215273682379,115.822253720852,81.3934397991572,90.0921475687681,71.0157482514994,80.319722357574,87.2084464840458,67.8267269430293,101.412166777947,95.6894702835545,90.0921475687681
94.2509708604384,93.1215273682379,115.822253720852,81.3934397991572,90.0921475687681,71.0157482514994,80.319722357574,87.2084464840458,67.8267269430293,101.412166777947,95.6894702835545,90.0921475687681
101.142885573517,100.013442081317,122.714168433931,88.2853545122363,96.9840622818472,77.9076629645785,87.2116370706531,94.1003611971249,74.7186416561083,108.304081491026,102.581384996634,96.9840622818472
94.2509708604384,93.1215273682379,115.822253720852,81.3934397991572,90.0921475687681,71.0157482514994,80.319722357574,87.2084464840458,67.8267269430293,101.412166777947,95.6894702835545,90.0921475687681
100.765866668731,99.6364231765302,122.337149529145,87.9083356074495,96.6070433770604,77.5306440597917,86.8346181658663,93.7233422923381,74.3416227513216,107.927062586239,102.204366091847,96.6070433770604
94.2509708604384,93.1215273682379,115.822253720852,81.3934397991572,90.0921475687681,71.0157482514994,80.319722357574,87.2084464840458,67.8267269430293,101.412166777947,95.6894702835545,90.0921475687681
104.739110718437,103.609667226236,126.31039357885,91.8815796571554,100.580287426766,81.5038881094976,90.8078622155722,97.696586342044,78.3148668010275,111.900306635945,106.177610141553,100.580287426766
100.180574408245,97.5656247974856,116.773398955538,108.681001560524,96.4583729844669,84.8205492480741,92.1179052537184,105.921262874355,83.7944966821483,72.7906377993999,100.522182626709,96.4583729844669
93.8143489925466,91.1993993817868,110.407173539839,102.314776144825,90.0921475687681,78.4543238323753,85.7516798380196,99.5550374586563,77.4282712664495,66.4244123837011,94.1559572110103,90.0921475687681
93.8143489925466,91.1993993817868,110.407173539839,102.314776144825,90.0921475687681,78.4543238323753,85.7516798380196,99.5550374586563,77.4282712664495,66.4244123837011,94.1559572110103,90.0921475687681
93.8143489925466,91.1993993817868,110.407173539839,102.314776144825,90.0921475687681,78.4543238323753,85.7516798380196,99.5550374586563,77.4282712664495,66.4244123837011,94.1559572110103,90.0921475687681
100.706263705626,98.0913140948658,117.299088252918,109.206690857904,96.9840622818472,85.3462385454544,92.6435945510986,106.446952171735,84.3201859795286,73.3163270967801,101.047871924089,96.9840622818472
93.8143489925466,91.1993993817868,110.407173539839,102.314776144825,90.0921475687681,78.4543238323753,85.7516798380196,99.5550374586563,77.4282712664495,66.4244123837011,94.1559572110103,90.0921475687681
100.329244800839,97.7142951900791,116.922069348131,108.829671953118,96.6070433770604,84.9692196406676,92.2665756463119,106.069933266949,83.9431670747418,72.9393081919934,100.670853019303,96.6070433770604
93.8143489925466,91.1993993817868,110.407173539839,102.314776144825,90.0921475687681,78.4543238323753,85.7516798380196,99.5550374586563,77.4282712664495,66.4244123837011,94.1559572110103,90.0921475687681
104.302488850545,101.687539239785,120.895313397837,112.802916002824,100.580287426766,88.9424636903735,96.2398196960178,110.043177316654,87.9164111244477,76.9125522416993,104.644097069008,100.580287426766
100.112655451018,96.0784718758844,107.114428394009,84.1712927844829,96.4583729844669,90.2651591015697,91.9139751094013,103.727741043519,89.1914378242541,111.343341761771,100.675533933964,96.4583729844669
93.7464300353189,89.7122464601856,100.74820297831,77.8050673687841,90.0921475687681,83.8989336858708,85.5477496937025,97.3615156278205,82.8252124085552,104.977116346072,94.3093085182647,90.0921475687681
93.7464300353189,89.7122464601856,100.74820297831,77.8050673687841,90.0921475687681,83.8989336858708,85.5477496937025,97.3615156278205,82.8252124085552,104.977116346072,94.3093085182647,90.0921475687681
93.7464300353189,89.7122464601856,100.74820297831,77.8050673687841,90.0921475687681,83.8989336858708,85.5477496937025,97.3615156278205,82.8252124085552,104.977116346072,94.3093085182647,90.0921475687681
100.638344748398,96.6041611732646,107.640117691389,84.6969820818632,96.9840622818472,90.7908483989499,92.4396644067816,104.2534303409,89.7171271216343,111.869031059151,101.201223231344,96.9840622818472
93.7464300353189,89.7122464601856,100.74820297831,77.8050673687841,90.0921475687681,83.8989336858708,85.5477496937025,97.3615156278205,82.8252124085552,104.977116346072,94.3093085182647,90.0921475687681
100.261325843611,96.2271422684779,107.263098786602,84.3199631770764,96.6070433770604,90.4138294941631,92.0626455019948,103.876411436113,89.3401082168475,111.492012154364,100.824204326557,96.6070433770604
93.7464300353189,89.7122464601856,100.74820297831,77.8050673687841,90.0921475687681,83.8989336858708,85.5477496937025,97.3615156278205,82.8252124085552,104.977116346072,94.3093085182647,90.0921475687681
104.234569893317,100.200386318184,111.236342836308,88.2932072267823,100.580287426766,94.387073543869,96.0358895517007,107.849655485819,93.3133522665534,115.46525620407,104.797448376263,100.580287426766
